object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,bar,Static,Black,10.208284378051758,52.33304214477539,-0.9162978529930115,128.0,5.12,,
5,bar,Static,Black,245.79171752929688,52.33304214477539,0.9162978529930115,128.0,5.12,,
6,jar,Dynamic,Gray,179.20004272460938,2.3819689750671387,2.614688128232956e-06,51.377470202847135,4.763937950134277,34.13333333333334,
7,bar,Static,Black,153.60000610351562,95.5352783203125,0.1745329201221466,90.0,5.12,,
8,circle,Dynamic,Blue,179.1999969482422,21.483665466308594,,,,,11.5
9,circle,Dynamic,Green,122.339111328125,122.8542251586914,,,,,8.5
10,User Circle,Dynamic,Red,91,199,,,,,32
